"ch_version","name"
"20.1.16.120","Kafka"
"20.1.16.120","MySQL"
"20.1.16.120","HDFS"
"20.1.16.120","S3"
"20.1.16.120","MaterializedView"
"20.1.16.120","View"
"20.1.16.120","JDBC"
"20.1.16.120","Join"
"20.1.16.120","Set"
"20.1.16.120","Dictionary"
"20.1.16.120","LiveView"
"20.1.16.120","MergeTree"
"20.1.16.120","Memory"
"20.1.16.120","Buffer"
"20.1.16.120","URL"
"20.1.16.120","ReplicatedVersionedCollapsingMergeTree"
"20.1.16.120","ReplacingMergeTree"
"20.1.16.120","ReplicatedSummingMergeTree"
"20.1.16.120","ReplicatedAggregatingMergeTree"
"20.1.16.120","ReplicatedCollapsingMergeTree"
"20.1.16.120","File"
"20.1.16.120","ReplicatedGraphiteMergeTree"
"20.1.16.120","ReplicatedMergeTree"
"20.1.16.120","ReplicatedReplacingMergeTree"
"20.1.16.120","VersionedCollapsingMergeTree"
"20.1.16.120","SummingMergeTree"
"20.1.16.120","Distributed"
"20.1.16.120","TinyLog"
"20.1.16.120","GraphiteMergeTree"
"20.1.16.120","CollapsingMergeTree"
"20.1.16.120","Merge"
"20.1.16.120","AggregatingMergeTree"
"20.1.16.120","ODBC"
"20.1.16.120","Null"
"20.1.16.120","StripeLog"
"20.1.16.120","Log"
