"ch_version","name","supports_settings","supports_skipping_indices","supports_sort_order","supports_ttl","supports_replication","supports_deduplication"
"20.5.3.27","Kafka",1,0,0,0,0,0
"20.5.3.27","MySQL",0,0,0,0,0,0
"20.5.3.27","HDFS",0,0,0,0,0,0
"20.5.3.27","S3",0,0,0,0,0,0
"20.5.3.27","MaterializedView",0,0,0,0,0,0
"20.5.3.27","View",0,0,0,0,0,0
"20.5.3.27","JDBC",0,0,0,0,0,0
"20.5.3.27","Join",1,0,0,0,0,0
"20.5.3.27","Set",0,0,0,0,0,0
"20.5.3.27","Dictionary",0,0,0,0,0,0
"20.5.3.27","GenerateRandom",0,0,0,0,0,0
"20.5.3.27","LiveView",0,0,0,0,0,0
"20.5.3.27","MergeTree",1,1,1,1,0,0
"20.5.3.27","Memory",0,0,0,0,0,0
"20.5.3.27","Buffer",0,0,0,0,0,0
"20.5.3.27","URL",0,0,0,0,0,0
"20.5.3.27","ReplicatedVersionedCollapsingMergeTree",1,1,1,1,1,1
"20.5.3.27","ReplacingMergeTree",1,1,1,1,0,0
"20.5.3.27","ReplicatedSummingMergeTree",1,1,1,1,1,1
"20.5.3.27","ReplicatedAggregatingMergeTree",1,1,1,1,1,1
"20.5.3.27","ReplicatedCollapsingMergeTree",1,1,1,1,1,1
"20.5.3.27","File",0,0,0,0,0,0
"20.5.3.27","ReplicatedGraphiteMergeTree",1,1,1,1,1,1
"20.5.3.27","ReplicatedMergeTree",1,1,1,1,1,1
"20.5.3.27","ReplicatedReplacingMergeTree",1,1,1,1,1,1
"20.5.3.27","VersionedCollapsingMergeTree",1,1,1,1,0,0
"20.5.3.27","SummingMergeTree",1,1,1,1,0,0
"20.5.3.27","Distributed",0,0,0,0,0,0
"20.5.3.27","TinyLog",1,0,0,0,0,0
"20.5.3.27","GraphiteMergeTree",1,1,1,1,0,0
"20.5.3.27","CollapsingMergeTree",1,1,1,1,0,0
"20.5.3.27","Merge",0,0,0,0,0,0
"20.5.3.27","AggregatingMergeTree",1,1,1,1,0,0
"20.5.3.27","ODBC",0,0,0,0,0,0
"20.5.3.27","Null",0,0,0,0,0,0
"20.5.3.27","StripeLog",1,0,0,0,0,0
"20.5.3.27","Log",1,0,0,0,0,0
