"20.4.7.67","Kafka",1,0,0,0,0,0
"20.4.7.67","MySQL",0,0,0,0,0,0
"20.4.7.67","HDFS",0,0,0,0,0,0
"20.4.7.67","S3",0,0,0,0,0,0
"20.4.7.67","MaterializedView",0,0,0,0,0,0
"20.4.7.67","View",0,0,0,0,0,0
"20.4.7.67","JDBC",0,0,0,0,0,0
"20.4.7.67","Join",1,0,0,0,0,0
"20.4.7.67","Set",0,0,0,0,0,0
"20.4.7.67","Dictionary",0,0,0,0,0,0
"20.4.7.67","GenerateRandom",0,0,0,0,0,0
"20.4.7.67","LiveView",0,0,0,0,0,0
"20.4.7.67","MergeTree",1,1,1,1,0,0
"20.4.7.67","Memory",0,0,0,0,0,0
"20.4.7.67","Buffer",0,0,0,0,0,0
"20.4.7.67","URL",0,0,0,0,0,0
"20.4.7.67","ReplicatedVersionedCollapsingMergeTree",1,1,1,1,1,1
"20.4.7.67","ReplacingMergeTree",1,1,1,1,0,0
"20.4.7.67","ReplicatedSummingMergeTree",1,1,1,1,1,1
"20.4.7.67","ReplicatedAggregatingMergeTree",1,1,1,1,1,1
"20.4.7.67","ReplicatedCollapsingMergeTree",1,1,1,1,1,1
"20.4.7.67","File",0,0,0,0,0,0
"20.4.7.67","ReplicatedGraphiteMergeTree",1,1,1,1,1,1
"20.4.7.67","ReplicatedMergeTree",1,1,1,1,1,1
"20.4.7.67","ReplicatedReplacingMergeTree",1,1,1,1,1,1
"20.4.7.67","VersionedCollapsingMergeTree",1,1,1,1,0,0
"20.4.7.67","SummingMergeTree",1,1,1,1,0,0
"20.4.7.67","Distributed",0,0,0,0,0,0
"20.4.7.67","TinyLog",1,0,0,0,0,0
"20.4.7.67","GraphiteMergeTree",1,1,1,1,0,0
"20.4.7.67","CollapsingMergeTree",1,1,1,1,0,0
"20.4.7.67","Merge",0,0,0,0,0,0
"20.4.7.67","AggregatingMergeTree",1,1,1,1,0,0
"20.4.7.67","ODBC",0,0,0,0,0,0
"20.4.7.67","Null",0,0,0,0,0,0
"20.4.7.67","StripeLog",1,0,0,0,0,0
"20.4.7.67","Log",1,0,0,0,0,0
