"20.4.7.67","ODBCDriver2",0,1
"20.4.7.67","JSONCompact",0,1
"20.4.7.67","PrettyNoEscapes",0,1
"20.4.7.67","Pretty",0,1
"20.4.7.67","MsgPack",1,1
"20.4.7.67","Regexp",1,0
"20.4.7.67","CustomSeparated",1,1
"20.4.7.67","TemplateIgnoreSpaces",1,0
"20.4.7.67","MySQLWire",0,1
"20.4.7.67","Template",1,1
"20.4.7.67","TabSeparatedWithNames",1,1
"20.4.7.67","JSONCompactEachRowWithNamesAndTypes",1,1
"20.4.7.67","Parquet",1,1
"20.4.7.67","RowBinary",1,1
"20.4.7.67","Protobuf",1,1
"20.4.7.67","CustomSeparatedIgnoreSpaces",1,0
"20.4.7.67","CSVWithNames",1,1
"20.4.7.67","PrettySpace",0,1
"20.4.7.67","TSV",1,1
"20.4.7.67","CSV",1,1
"20.4.7.67","ODBCDriver",0,1
"20.4.7.67","JSONCompactEachRow",1,1
"20.4.7.67","Values",1,1
"20.4.7.67","PrettyCompact",0,1
"20.4.7.67","ORC",1,0
"20.4.7.67","TSVRaw",0,1
"20.4.7.67","Markdown",0,1
"20.4.7.67","PrettyCompactNoEscapes",0,1
"20.4.7.67","JSONEachRowWithProgress",0,1
"20.4.7.67","AvroConfluent",1,0
"20.4.7.67","TabSeparated",1,1
"20.4.7.67","TabSeparatedWithNamesAndTypes",1,1
"20.4.7.67","Null",0,1
"20.4.7.67","TabSeparatedRaw",0,1
"20.4.7.67","TSVWithNames",1,1
"20.4.7.67","Avro",1,1
"20.4.7.67","RowBinaryWithNamesAndTypes",1,1
"20.4.7.67","XML",0,1
"20.4.7.67","JSON",0,1
"20.4.7.67","TSVWithNamesAndTypes",1,1
"20.4.7.67","Vertical",0,1
"20.4.7.67","PrettySpaceNoEscapes",0,1
"20.4.7.67","CapnProto",1,0
"20.4.7.67","JSONEachRow",1,1
"20.4.7.67","Native",1,1
"20.4.7.67","TSKV",1,1
