"20.4.7.67","VERSION_FULL","ClickHouse 20.4.7.67"
"20.4.7.67","VERSION_DESCRIBE","v20.4.7.67-stable"
"20.4.7.67","VERSION_INTEGER","20004007"
"20.4.7.67","VERSION_GITHASH","18735ee8d52c7e121a9795e17a5550feff73dff5"
"20.4.7.67","VERSION_REVISION","54434"
"20.4.7.67","BUILD_DATE","2020-07-13"
"20.4.7.67","SYSTEM","Linux-4.9.151-35"
"20.4.7.67","BUILD_TYPE","RELWITHDEBINFO"
"20.4.7.67","SYSTEM_PROCESSOR","x86_64"
"20.4.7.67","LIBRARY_ARCHITECTURE","x86_64-linux-gnu"
"20.4.7.67","CMAKE_VERSION","3.13.4"
"20.4.7.67","C_COMPILER","/usr/bin/gcc-9"
"20.4.7.67","C_COMPILER_VERSION","9.2.1"
"20.4.7.67","CXX_COMPILER","/usr/bin/g++-9"
"20.4.7.67","CXX_COMPILER_VERSION","9.2.1"
"20.4.7.67","C_FLAGS"," -fdiagnostics-color=always  -pipe -msse4.1 -msse4.2 -mpopcnt  -Wall  -Werror -O2 -g -DNDEBUG -O3  -fno-pie"
"20.4.7.67","CXX_FLAGS"," -fdiagnostics-color=always -std=c++2a -fsized-deallocation  -pipe -msse4.1 -msse4.2 -mpopcnt   -Wall  -Wnon-virtual-dtor -Wno-array-bounds -Werror -O2 -g -DNDEBUG -O3  -fno-pie"
"20.4.7.67","LINK_FLAGS"," -fuse-ld=lld -rdynamic -Wl,--gdb-index -Wl,--no-undefined -Wl,-no-pie"
"20.4.7.67","BUILD_COMPILE_DEFINITIONS",""
"20.4.7.67","BUILD_INCLUDE_DIRECTORIES","/build/obj-x86_64-linux-gnu/includes/configs"
"20.4.7.67","STATIC","ON"
"20.4.7.67","SPLIT_BINARY",""
"20.4.7.67","USE_EMBEDDED_COMPILER","1"
"20.4.7.67","USE_GLIBC_COMPATIBILITY","ON"
"20.4.7.67","USE_JEMALLOC","ON"
"20.4.7.67","USE_MIMALLOC",""
"20.4.7.67","USE_UNWIND","ON"
"20.4.7.67","USE_ICU","1"
"20.4.7.67","USE_H3","1"
"20.4.7.67","USE_MYSQL","1"
"20.4.7.67","USE_RE2_ST","1"
"20.4.7.67","USE_LIBGSASL","1"
"20.4.7.67","USE_RDKAFKA","1"
"20.4.7.67","USE_CAPNP","1"
"20.4.7.67","USE_POCO_SQLODBC",""
"20.4.7.67","USE_POCO_DATAODBC","1"
"20.4.7.67","USE_POCO_MONGODB","1"
"20.4.7.67","USE_POCO_NETSSL","1"
"20.4.7.67","USE_BASE64","1"
"20.4.7.67","USE_XXHASH","1"
"20.4.7.67","USE_HDFS","1"
"20.4.7.67","USE_SNAPPY","ON"
"20.4.7.67","USE_PARQUET","1"
"20.4.7.67","USE_PROTOBUF","1"
"20.4.7.67","USE_BROTLI","1"
"20.4.7.67","USE_SSL","1"
"20.4.7.67","USE_HYPERSCAN","1"
"20.4.7.67","USE_SIMDJSON","ON"
"20.4.7.67","USE_POCO_REDIS","1"
