"ch_version","name","supports_settings","supports_skipping_indices","supports_sort_order","supports_ttl","supports_replication","supports_deduplication","supports_parallel_insert"
"21.3.13.1.altinity+stable","PostgreSQL",0,0,0,0,0,0,0
"21.3.13.1.altinity+stable","RabbitMQ",1,0,0,0,0,0,0
"21.3.13.1.altinity+stable","Kafka",1,0,0,0,0,0,0
"21.3.13.1.altinity+stable","MySQL",0,0,0,0,0,0,0
"21.3.13.1.altinity+stable","HDFS",0,0,0,0,0,0,0
"21.3.13.1.altinity+stable","S3",0,0,0,0,0,0,0
"21.3.13.1.altinity+stable","MaterializedView",0,0,0,0,0,0,0
"21.3.13.1.altinity+stable","EmbeddedRocksDB",0,0,1,0,0,0,1
"21.3.13.1.altinity+stable","View",0,0,0,0,0,0,0
"21.3.13.1.altinity+stable","JDBC",0,0,0,0,0,0,0
"21.3.13.1.altinity+stable","Join",1,0,0,0,0,0,0
"21.3.13.1.altinity+stable","Set",1,0,0,0,0,0,0
"21.3.13.1.altinity+stable","Dictionary",0,0,0,0,0,0,0
"21.3.13.1.altinity+stable","GenerateRandom",0,0,0,0,0,0,0
"21.3.13.1.altinity+stable","LiveView",0,0,0,0,0,0,0
"21.3.13.1.altinity+stable","MergeTree",1,1,1,1,0,0,1
"21.3.13.1.altinity+stable","Memory",1,0,0,0,0,0,1
"21.3.13.1.altinity+stable","Buffer",0,0,0,0,0,0,1
"21.3.13.1.altinity+stable","MongoDB",0,0,0,0,0,0,0
"21.3.13.1.altinity+stable","URL",1,0,0,0,0,0,0
"21.3.13.1.altinity+stable","ReplicatedVersionedCollapsingMergeTree",1,1,1,1,1,1,1
"21.3.13.1.altinity+stable","ReplacingMergeTree",1,1,1,1,0,0,1
"21.3.13.1.altinity+stable","ReplicatedSummingMergeTree",1,1,1,1,1,1,1
"21.3.13.1.altinity+stable","COSN",0,0,0,0,0,0,0
"21.3.13.1.altinity+stable","ReplicatedAggregatingMergeTree",1,1,1,1,1,1,1
"21.3.13.1.altinity+stable","ReplicatedCollapsingMergeTree",1,1,1,1,1,1,1
"21.3.13.1.altinity+stable","File",1,0,0,0,0,0,0
"21.3.13.1.altinity+stable","ReplicatedGraphiteMergeTree",1,1,1,1,1,1,1
"21.3.13.1.altinity+stable","ReplicatedMergeTree",1,1,1,1,1,1,1
"21.3.13.1.altinity+stable","ReplicatedReplacingMergeTree",1,1,1,1,1,1,1
"21.3.13.1.altinity+stable","VersionedCollapsingMergeTree",1,1,1,1,0,0,1
"21.3.13.1.altinity+stable","SummingMergeTree",1,1,1,1,0,0,1
"21.3.13.1.altinity+stable","Distributed",1,0,0,0,0,0,1
"21.3.13.1.altinity+stable","TinyLog",1,0,0,0,0,0,0
"21.3.13.1.altinity+stable","GraphiteMergeTree",1,1,1,1,0,0,1
"21.3.13.1.altinity+stable","CollapsingMergeTree",1,1,1,1,0,0,1
"21.3.13.1.altinity+stable","Merge",0,0,0,0,0,0,0
"21.3.13.1.altinity+stable","AggregatingMergeTree",1,1,1,1,0,0,1
"21.3.13.1.altinity+stable","ODBC",0,0,0,0,0,0,0
"21.3.13.1.altinity+stable","Null",0,0,0,0,0,0,1
"21.3.13.1.altinity+stable","StripeLog",1,0,0,0,0,0,0
"21.3.13.1.altinity+stable","Log",1,0,0,0,0,0,0
