"ch_version","name","supports_settings","supports_skipping_indices","supports_sort_order","supports_ttl","supports_replication","supports_deduplication"
"20.8.18.32","RabbitMQ",1,0,0,0,0,0
"20.8.18.32","Kafka",1,0,0,0,0,0
"20.8.18.32","MySQL",0,0,0,0,0,0
"20.8.18.32","HDFS",0,0,0,0,0,0
"20.8.18.32","S3",0,0,0,0,0,0
"20.8.18.32","MaterializedView",0,0,0,0,0,0
"20.8.18.32","View",0,0,0,0,0,0
"20.8.18.32","JDBC",0,0,0,0,0,0
"20.8.18.32","Join",1,0,0,0,0,0
"20.8.18.32","Set",0,0,0,0,0,0
"20.8.18.32","Dictionary",0,0,0,0,0,0
"20.8.18.32","GenerateRandom",0,0,0,0,0,0
"20.8.18.32","LiveView",0,0,0,0,0,0
"20.8.18.32","MergeTree",1,1,1,1,0,0
"20.8.18.32","Memory",0,0,0,0,0,0
"20.8.18.32","Buffer",0,0,0,0,0,0
"20.8.18.32","MongoDB",0,0,0,0,0,0
"20.8.18.32","URL",0,0,0,0,0,0
"20.8.18.32","ReplicatedVersionedCollapsingMergeTree",1,1,1,1,1,1
"20.8.18.32","ReplacingMergeTree",1,1,1,1,0,0
"20.8.18.32","ReplicatedSummingMergeTree",1,1,1,1,1,1
"20.8.18.32","COSN",0,0,0,0,0,0
"20.8.18.32","ReplicatedAggregatingMergeTree",1,1,1,1,1,1
"20.8.18.32","ReplicatedCollapsingMergeTree",1,1,1,1,1,1
"20.8.18.32","File",0,0,0,0,0,0
"20.8.18.32","ReplicatedGraphiteMergeTree",1,1,1,1,1,1
"20.8.18.32","ReplicatedMergeTree",1,1,1,1,1,1
"20.8.18.32","ReplicatedReplacingMergeTree",1,1,1,1,1,1
"20.8.18.32","VersionedCollapsingMergeTree",1,1,1,1,0,0
"20.8.18.32","SummingMergeTree",1,1,1,1,0,0
"20.8.18.32","Distributed",0,0,0,0,0,0
"20.8.18.32","TinyLog",1,0,0,0,0,0
"20.8.18.32","GraphiteMergeTree",1,1,1,1,0,0
"20.8.18.32","CollapsingMergeTree",1,1,1,1,0,0
"20.8.18.32","Merge",0,0,0,0,0,0
"20.8.18.32","AggregatingMergeTree",1,1,1,1,0,0
"20.8.18.32","ODBC",0,0,0,0,0,0
"20.8.18.32","Null",0,0,0,0,0,0
"20.8.18.32","StripeLog",1,0,0,0,0,0
"20.8.18.32","Log",1,0,0,0,0,0
