"ch_version","name","supports_settings","supports_skipping_indices","supports_projections","supports_sort_order","supports_ttl","supports_replication","supports_deduplication","supports_parallel_insert"
"23.3.8.23.altinityfips","KeeperMap",0,0,0,1,0,0,0,1
"23.3.8.23.altinityfips","SQLite",0,0,0,0,0,0,0,0
"23.3.8.23.altinityfips","ExternalDistributed",0,0,0,0,0,0,0,0
"23.3.8.23.altinityfips","PostgreSQL",0,0,0,0,0,0,0,0
"23.3.8.23.altinityfips","NATS",1,0,0,0,0,0,0,0
"23.3.8.23.altinityfips","RabbitMQ",1,0,0,0,0,0,0,0
"23.3.8.23.altinityfips","Kafka",1,0,0,0,0,0,0,0
"23.3.8.23.altinityfips","FileLog",1,0,0,0,0,0,0,0
"23.3.8.23.altinityfips","Dictionary",0,0,0,0,0,0,0,0
"23.3.8.23.altinityfips","MySQL",1,0,0,0,0,0,0,0
"23.3.8.23.altinityfips","HDFS",0,0,0,1,0,0,0,0
"23.3.8.23.altinityfips","MaterializedPostgreSQL",1,0,0,1,0,0,0,0
"23.3.8.23.altinityfips","S3",1,0,0,1,0,0,0,0
"23.3.8.23.altinityfips","ReplicatedVersionedCollapsingMergeTree",1,1,1,1,1,1,1,1
"23.3.8.23.altinityfips","MeiliSearch",0,0,0,0,0,0,0,0
"23.3.8.23.altinityfips","OSS",1,0,0,1,0,0,0,0
"23.3.8.23.altinityfips","WindowView",0,0,0,0,0,0,0,0
"23.3.8.23.altinityfips","Distributed",1,0,0,0,0,0,0,1
"23.3.8.23.altinityfips","ReplicatedSummingMergeTree",1,1,1,1,1,1,1,1
"23.3.8.23.altinityfips","ExecutablePool",1,0,0,0,0,0,0,0
"23.3.8.23.altinityfips","COSN",1,0,0,1,0,0,0,0
"23.3.8.23.altinityfips","Iceberg",0,0,0,0,0,0,0,0
"23.3.8.23.altinityfips","MaterializedView",0,0,0,0,0,0,0,0
"23.3.8.23.altinityfips","View",0,0,0,0,0,0,0,0
"23.3.8.23.altinityfips","JDBC",0,0,0,0,0,0,0,0
"23.3.8.23.altinityfips","Join",1,0,0,0,0,0,0,0
"23.3.8.23.altinityfips","Executable",1,0,0,0,0,0,0,0
"23.3.8.23.altinityfips","Set",1,0,0,0,0,0,0,0
"23.3.8.23.altinityfips","GenerateRandom",0,0,0,0,0,0,0,0
"23.3.8.23.altinityfips","LiveView",0,0,0,0,0,0,0,0
"23.3.8.23.altinityfips","MergeTree",1,1,1,1,1,0,0,1
"23.3.8.23.altinityfips","ReplicatedReplacingMergeTree",1,1,1,1,1,1,1,1
"23.3.8.23.altinityfips","Memory",1,0,0,0,0,0,0,1
"23.3.8.23.altinityfips","Buffer",0,0,0,0,0,0,0,1
"23.3.8.23.altinityfips","MongoDB",0,0,0,0,0,0,0,0
"23.3.8.23.altinityfips","URL",1,0,0,0,0,0,0,0
"23.3.8.23.altinityfips","VersionedCollapsingMergeTree",1,1,1,1,1,0,0,1
"23.3.8.23.altinityfips","Hive",1,0,0,1,0,0,0,0
"23.3.8.23.altinityfips","ReplacingMergeTree",1,1,1,1,1,0,0,1
"23.3.8.23.altinityfips","ReplicatedAggregatingMergeTree",1,1,1,1,1,1,1,1
"23.3.8.23.altinityfips","ReplicatedMergeTree",1,1,1,1,1,1,1,1
"23.3.8.23.altinityfips","DeltaLake",0,0,0,0,0,0,0,0
"23.3.8.23.altinityfips","EmbeddedRocksDB",0,0,0,1,1,0,0,1
"23.3.8.23.altinityfips","ReplicatedCollapsingMergeTree",1,1,1,1,1,1,1,1
"23.3.8.23.altinityfips","File",1,0,0,0,0,0,0,0
"23.3.8.23.altinityfips","TinyLog",1,0,0,0,0,0,0,0
"23.3.8.23.altinityfips","ReplicatedGraphiteMergeTree",1,1,1,1,1,1,1,1
"23.3.8.23.altinityfips","SummingMergeTree",1,1,1,1,1,0,0,1
"23.3.8.23.altinityfips","Hudi",0,0,0,0,0,0,0,0
"23.3.8.23.altinityfips","GraphiteMergeTree",1,1,1,1,1,0,0,1
"23.3.8.23.altinityfips","CollapsingMergeTree",1,1,1,1,1,0,0,1
"23.3.8.23.altinityfips","Merge",0,0,0,0,0,0,0,0
"23.3.8.23.altinityfips","AggregatingMergeTree",1,1,1,1,1,0,0,1
"23.3.8.23.altinityfips","ODBC",0,0,0,0,0,0,0,0
"23.3.8.23.altinityfips","Null",0,0,0,0,0,0,0,1
"23.3.8.23.altinityfips","StripeLog",1,0,0,0,0,0,0,0
"23.3.8.23.altinityfips","Log",1,0,0,0,0,0,0,0
