"ch_version","name","is_input","is_output","supports_parallel_parsing","supports_parallel_formatting"
"23.3.8.23.altinityfips","SQLInsert",0,1,0,0
"23.3.8.23.altinityfips","Prometheus",0,1,0,0
"23.3.8.23.altinityfips","CapnProto",1,1,0,0
"23.3.8.23.altinityfips","PostgreSQLWire",0,1,0,0
"23.3.8.23.altinityfips","MySQLWire",0,1,0,0
"23.3.8.23.altinityfips","JSONEachRowWithProgress",0,1,0,0
"23.3.8.23.altinityfips","ODBCDriver2",0,1,0,0
"23.3.8.23.altinityfips","PrettySpaceNoEscapes",0,1,0,1
"23.3.8.23.altinityfips","PrettySpace",0,1,0,1
"23.3.8.23.altinityfips","PrettyCompactMonoBlock",0,1,0,0
"23.3.8.23.altinityfips","PrettyCompactNoEscapes",0,1,0,1
"23.3.8.23.altinityfips","JSONStringsEachRowWithProgress",0,1,0,0
"23.3.8.23.altinityfips","PrettyNoEscapesMonoBlock",0,1,0,0
"23.3.8.23.altinityfips","PrettyMonoBlock",0,1,0,0
"23.3.8.23.altinityfips","ArrowStream",1,1,0,0
"23.3.8.23.altinityfips","Avro",1,1,0,0
"23.3.8.23.altinityfips","AvroConfluent",1,0,0,0
"23.3.8.23.altinityfips","ORC",1,1,0,0
"23.3.8.23.altinityfips","CustomSeparatedIgnoreSpacesWithNames",1,0,0,0
"23.3.8.23.altinityfips","CustomSeparatedIgnoreSpaces",1,0,0,0
"23.3.8.23.altinityfips","CustomSeparatedWithNamesAndTypes",1,1,0,1
"23.3.8.23.altinityfips","CustomSeparatedWithNames",1,1,0,1
"23.3.8.23.altinityfips","RawBLOB",1,1,0,0
"23.3.8.23.altinityfips","TemplateIgnoreSpaces",1,0,0,0
"23.3.8.23.altinityfips","MsgPack",1,1,0,1
"23.3.8.23.altinityfips","Template",1,1,0,0
"23.3.8.23.altinityfips","Protobuf",1,1,0,0
"23.3.8.23.altinityfips","Markdown",0,1,0,1
"23.3.8.23.altinityfips","XML",0,1,0,1
"23.3.8.23.altinityfips","ProtobufSingle",1,1,0,0
"23.3.8.23.altinityfips","JSONColumnsWithMetadata",1,1,0,0
"23.3.8.23.altinityfips","JSONCompactColumns",1,1,0,0
"23.3.8.23.altinityfips","JSONObjectEachRow",1,1,0,1
"23.3.8.23.altinityfips","PrettyCompactNoEscapesMonoBlock",0,1,0,0
"23.3.8.23.altinityfips","PrettyNoEscapes",0,1,0,1
"23.3.8.23.altinityfips","JSONCompactStrings",0,1,0,1
"23.3.8.23.altinityfips","JSONCompact",1,1,0,1
"23.3.8.23.altinityfips","Null",0,1,0,0
"23.3.8.23.altinityfips","JSONStrings",0,1,0,1
"23.3.8.23.altinityfips","LineAsStringWithNamesAndTypes",0,1,0,1
"23.3.8.23.altinityfips","RowBinaryWithNamesAndTypes",1,1,0,1
"23.3.8.23.altinityfips","RowBinary",1,1,0,1
"23.3.8.23.altinityfips","LineAsString",1,1,1,1
"23.3.8.23.altinityfips","Native",1,1,0,0
"23.3.8.23.altinityfips","LineAsStringWithNames",0,1,0,1
"23.3.8.23.altinityfips","BSONEachRow",1,1,1,1
