"ch_version","name","supports_settings","supports_skipping_indices","supports_projections","supports_sort_order","supports_ttl","supports_replication","supports_deduplication","supports_parallel_insert"
"24.3.3.102","AzureBlobStorage",1,0,0,1,0,0,0,0
"24.3.3.102","KeeperMap",0,0,0,1,0,0,0,1
"24.3.3.102","SQLite",0,0,0,0,0,0,0,0
"24.3.3.102","ExternalDistributed",0,0,0,0,0,0,0,0
"24.3.3.102","PostgreSQL",0,0,0,0,0,0,0,0
"24.3.3.102","NATS",1,0,0,0,0,0,0,0
"24.3.3.102","RabbitMQ",1,0,0,0,0,0,0,0
"24.3.3.102","Kafka",1,0,0,0,0,0,0,0
"24.3.3.102","MongoDB",0,0,0,0,0,0,0,0
"24.3.3.102","FileLog",1,0,0,0,0,0,0,0
"24.3.3.102","Dictionary",0,0,0,0,0,0,0,0
"24.3.3.102","MySQL",1,0,0,0,0,0,0,0
"24.3.3.102","S3Queue",1,0,0,0,0,0,0,0
"24.3.3.102","HDFS",0,0,0,1,0,0,0,0
"24.3.3.102","MaterializedPostgreSQL",1,0,0,1,0,0,0,0
"24.3.3.102","S3",1,0,0,1,0,0,0,0
"24.3.3.102","FuzzJSON",0,0,0,0,0,0,0,0
"24.3.3.102","OSS",1,0,0,1,0,0,0,0
"24.3.3.102","WindowView",0,0,0,0,0,0,0,0
"24.3.3.102","Distributed",1,0,0,0,0,0,0,1
"24.3.3.102","ReplicatedSummingMergeTree",1,1,1,1,1,1,1,1
"24.3.3.102","ExecutablePool",1,0,0,0,0,0,0,0
"24.3.3.102","COSN",1,0,0,1,0,0,0,0
"24.3.3.102","Iceberg",0,0,0,0,0,0,0,0
"24.3.3.102","MaterializedView",0,0,0,0,0,0,0,0
"24.3.3.102","View",0,0,0,0,0,0,0,0
"24.3.3.102","JDBC",0,0,0,0,0,0,0,0
"24.3.3.102","Join",1,0,0,0,0,0,0,0
"24.3.3.102","Executable",1,0,0,0,0,0,0,0
"24.3.3.102","Set",1,0,0,0,0,0,0,0
"24.3.3.102","Redis",0,0,0,1,0,0,0,1
"24.3.3.102","GenerateRandom",0,0,0,0,0,0,0,0
"24.3.3.102","LiveView",0,0,0,0,0,0,0,0
"24.3.3.102","MergeTree",1,1,1,1,1,0,0,1
"24.3.3.102","ReplicatedReplacingMergeTree",1,1,1,1,1,1,1,1
"24.3.3.102","Memory",1,0,0,0,0,0,0,1
"24.3.3.102","Buffer",0,0,0,0,0,0,0,1
"24.3.3.102","URL",1,0,0,0,0,0,0,0
"24.3.3.102","ReplicatedVersionedCollapsingMergeTree",1,1,1,1,1,1,1,1
"24.3.3.102","VersionedCollapsingMergeTree",1,1,1,1,1,0,0,1
"24.3.3.102","Hive",1,0,0,1,0,0,0,0
"24.3.3.102","ReplacingMergeTree",1,1,1,1,1,0,0,1
"24.3.3.102","ReplicatedAggregatingMergeTree",1,1,1,1,1,1,1,1
"24.3.3.102","ReplicatedMergeTree",1,1,1,1,1,1,1,1
"24.3.3.102","DeltaLake",0,0,0,0,0,0,0,0
"24.3.3.102","EmbeddedRocksDB",0,0,0,1,1,0,0,1
"24.3.3.102","ReplicatedCollapsingMergeTree",1,1,1,1,1,1,1,1
"24.3.3.102","File",1,0,0,0,0,0,0,0
"24.3.3.102","TinyLog",1,0,0,0,0,0,0,0
"24.3.3.102","ReplicatedGraphiteMergeTree",1,1,1,1,1,1,1,1
"24.3.3.102","SummingMergeTree",1,1,1,1,1,0,0,1
"24.3.3.102","Hudi",0,0,0,0,0,0,0,0
"24.3.3.102","GraphiteMergeTree",1,1,1,1,1,0,0,1
"24.3.3.102","CollapsingMergeTree",1,1,1,1,1,0,0,1
"24.3.3.102","Merge",0,0,0,0,0,0,0,0
"24.3.3.102","AggregatingMergeTree",1,1,1,1,1,0,0,1
"24.3.3.102","ODBC",0,0,0,0,0,0,0,0
"24.3.3.102","Null",0,0,0,0,0,0,0,1
"24.3.3.102","StripeLog",1,0,0,0,0,0,0,0
"24.3.3.102","Log",1,0,0,0,0,0,0,0
