"ch_version","name"
"19.3.3","JDBC"
"19.3.3","ODBC"
"19.3.3","HDFS"
"19.3.3","Kafka"
"19.3.3","MaterializedView"
"19.3.3","Set"
"19.3.3","Dictionary"
"19.3.3","Merge"
"19.3.3","MySQL"
"19.3.3","Buffer"
"19.3.3","MergeTree"
"19.3.3","CollapsingMergeTree"
"19.3.3","Join"
"19.3.3","ReplicatedVersionedCollapsingMergeTree"
"19.3.3","GraphiteMergeTree"
"19.3.3","View"
"19.3.3","Distributed"
"19.3.3","ReplacingMergeTree"
"19.3.3","TinyLog"
"19.3.3","Log"
"19.3.3","ReplicatedGraphiteMergeTree"
"19.3.3","ReplicatedReplacingMergeTree"
"19.3.3","ReplicatedSummingMergeTree"
"19.3.3","URL"
"19.3.3","Memory"
"19.3.3","StripeLog"
"19.3.3","SummingMergeTree"
"19.3.3","File"
"19.3.3","AggregatingMergeTree"
"19.3.3","ReplicatedMergeTree"
"19.3.3","ReplicatedCollapsingMergeTree"
"19.3.3","VersionedCollapsingMergeTree"
"19.3.3","Null"
"19.3.3","ReplicatedAggregatingMergeTree"
