"ch_version","name","is_input","is_output"
"19.15.2.2","ODBCDriver",0,1
"19.15.2.2","XML",0,1
"19.15.2.2","JSON",0,1
"19.15.2.2","Vertical",0,1
"19.15.2.2","PrettySpaceNoEscapes",0,1
"19.15.2.2","PrettySpace",0,1
"19.15.2.2","MySQLWire",0,1
"19.15.2.2","PrettyCompactNoEscapes",0,1
"19.15.2.2","PrettyNoEscapes",0,1
"19.15.2.2","Null",0,1
"19.15.2.2","JSONCompact",0,1
"19.15.2.2","TabSeparatedRaw",0,1
"19.15.2.2","TabSeparatedWithNames",1,1
"19.15.2.2","JSONEachRow",1,1
"19.15.2.2","TSVWithNamesAndTypes",1,1
"19.15.2.2","TemplateIgnoreSpaces",1,0
"19.15.2.2","TabSeparated",1,1
"19.15.2.2","TSVRaw",0,1
"19.15.2.2","JSONEachRowWithProgress",0,1
"19.15.2.2","RowBinary",1,1
"19.15.2.2","Native",1,1
"19.15.2.2","TabSeparatedWithNamesAndTypes",1,1
"19.15.2.2","TSVWithNames",1,1
"19.15.2.2","RowBinaryWithNamesAndTypes",1,1
"19.15.2.2","Template",1,1
"19.15.2.2","TSV",1,1
"19.15.2.2","ORC",1,0
"19.15.2.2","Values",1,1
"19.15.2.2","PrettyCompact",0,1
"19.15.2.2","CSVWithNames",1,1
"19.15.2.2","ODBCDriver2",0,1
"19.15.2.2","TSKV",1,1
"19.15.2.2","CSV",1,1
"19.15.2.2","Protobuf",1,1
"19.15.2.2","CapnProto",1,0
"19.15.2.2","Pretty",0,1
"19.15.2.2","Parquet",1,1
