"ch_version","name","case_insensitive","alias_to"
"24.3.5.48.altinityfips","JSON",1,""
"24.3.5.48.altinityfips","Polygon",0,""
"24.3.5.48.altinityfips","Ring",0,""
"24.3.5.48.altinityfips","Point",0,""
"24.3.5.48.altinityfips","SimpleAggregateFunction",0,""
"24.3.5.48.altinityfips","IntervalQuarter",0,""
"24.3.5.48.altinityfips","IntervalMonth",0,""
"24.3.5.48.altinityfips","Int64",0,""
"24.3.5.48.altinityfips","IntervalDay",0,""
"24.3.5.48.altinityfips","IntervalHour",0,""
"24.3.5.48.altinityfips","IPv4",0,""
"24.3.5.48.altinityfips","IntervalSecond",0,""
"24.3.5.48.altinityfips","LowCardinality",0,""
"24.3.5.48.altinityfips","Int16",0,""
"24.3.5.48.altinityfips","UInt256",0,""
"24.3.5.48.altinityfips","AggregateFunction",0,""
"24.3.5.48.altinityfips","MultiPolygon",0,""
"24.3.5.48.altinityfips","IPv6",0,""
"24.3.5.48.altinityfips","Nothing",0,""
"24.3.5.48.altinityfips","Decimal256",1,""
"24.3.5.48.altinityfips","Tuple",0,""
"24.3.5.48.altinityfips","Array",0,""
"24.3.5.48.altinityfips","IntervalMicrosecond",0,""
"24.3.5.48.altinityfips","Bool",1,""
"24.3.5.48.altinityfips","Enum16",0,""
"24.3.5.48.altinityfips","IntervalMinute",0,""
"24.3.5.48.altinityfips","FixedString",0,""
"24.3.5.48.altinityfips","String",0,""
"24.3.5.48.altinityfips","DateTime",1,""
"24.3.5.48.altinityfips","Object",0,""
"24.3.5.48.altinityfips","Map",0,""
"24.3.5.48.altinityfips","UUID",0,""
"24.3.5.48.altinityfips","Decimal64",1,""
"24.3.5.48.altinityfips","Nullable",0,""
"24.3.5.48.altinityfips","Enum",1,""
"24.3.5.48.altinityfips","Int32",0,""
"24.3.5.48.altinityfips","UInt8",0,""
"24.3.5.48.altinityfips","Date",1,""
"24.3.5.48.altinityfips","Decimal32",1,""
"24.3.5.48.altinityfips","UInt128",0,""
"24.3.5.48.altinityfips","Variant",0,""
"24.3.5.48.altinityfips","Float64",0,""
"24.3.5.48.altinityfips","Nested",0,""
"24.3.5.48.altinityfips","UInt16",0,""
"24.3.5.48.altinityfips","IntervalMillisecond",0,""
"24.3.5.48.altinityfips","Int128",0,""
"24.3.5.48.altinityfips","Decimal128",1,""
"24.3.5.48.altinityfips","Int8",0,""
"24.3.5.48.altinityfips","Decimal",1,""
"24.3.5.48.altinityfips","Int256",0,""
"24.3.5.48.altinityfips","DateTime64",1,""
"24.3.5.48.altinityfips","Enum8",0,""
"24.3.5.48.altinityfips","DateTime32",1,""
"24.3.5.48.altinityfips","Date32",1,""
"24.3.5.48.altinityfips","IntervalWeek",0,""
"24.3.5.48.altinityfips","UInt64",0,""
"24.3.5.48.altinityfips","IntervalNanosecond",0,""
"24.3.5.48.altinityfips","IntervalYear",0,""
"24.3.5.48.altinityfips","UInt32",0,""
"24.3.5.48.altinityfips","Float32",0,""
"24.3.5.48.altinityfips","bool",1,"Bool"
"24.3.5.48.altinityfips","INET6",1,"IPv6"
"24.3.5.48.altinityfips","INET4",1,"IPv4"
"24.3.5.48.altinityfips","ENUM",1,"Enum"
"24.3.5.48.altinityfips","BINARY",1,"FixedString"
"24.3.5.48.altinityfips","GEOMETRY",1,"String"
"24.3.5.48.altinityfips","NATIONAL CHAR VARYING",1,"String"
"24.3.5.48.altinityfips","BINARY VARYING",1,"String"
"24.3.5.48.altinityfips","NCHAR LARGE OBJECT",1,"String"
"24.3.5.48.altinityfips","NATIONAL CHARACTER VARYING",1,"String"
"24.3.5.48.altinityfips","boolean",1,"Bool"
"24.3.5.48.altinityfips","NATIONAL CHARACTER LARGE OBJECT",1,"String"
"24.3.5.48.altinityfips","NATIONAL CHARACTER",1,"String"
"24.3.5.48.altinityfips","NATIONAL CHAR",1,"String"
"24.3.5.48.altinityfips","CHARACTER VARYING",1,"String"
"24.3.5.48.altinityfips","LONGBLOB",1,"String"
"24.3.5.48.altinityfips","TINYBLOB",1,"String"
"24.3.5.48.altinityfips","CLOB",1,"String"
"24.3.5.48.altinityfips","BLOB",1,"String"
"24.3.5.48.altinityfips","MEDIUMTEXT",1,"String"
"24.3.5.48.altinityfips","TEXT",1,"String"
"24.3.5.48.altinityfips","VARCHAR2",1,"String"
