"ch_version","name","supports_settings","supports_skipping_indices","supports_projections","supports_sort_order","supports_ttl","supports_replication","supports_deduplication","supports_parallel_insert"
"24.3.5.48.altinityfips","AzureBlobStorage",1,0,0,1,0,0,0,0
"24.3.5.48.altinityfips","KeeperMap",0,0,0,1,0,0,0,1
"24.3.5.48.altinityfips","SQLite",0,0,0,0,0,0,0,0
"24.3.5.48.altinityfips","ExternalDistributed",0,0,0,0,0,0,0,0
"24.3.5.48.altinityfips","PostgreSQL",0,0,0,0,0,0,0,0
"24.3.5.48.altinityfips","NATS",1,0,0,0,0,0,0,0
"24.3.5.48.altinityfips","RabbitMQ",1,0,0,0,0,0,0,0
"24.3.5.48.altinityfips","Kafka",1,0,0,0,0,0,0,0
"24.3.5.48.altinityfips","MongoDB",0,0,0,0,0,0,0,0
"24.3.5.48.altinityfips","FileLog",1,0,0,0,0,0,0,0
"24.3.5.48.altinityfips","Dictionary",0,0,0,0,0,0,0,0
"24.3.5.48.altinityfips","MySQL",1,0,0,0,0,0,0,0
"24.3.5.48.altinityfips","S3Queue",1,0,0,0,0,0,0,0
"24.3.5.48.altinityfips","HDFS",0,0,0,1,0,0,0,0
"24.3.5.48.altinityfips","MaterializedPostgreSQL",1,0,0,1,0,0,0,0
"24.3.5.48.altinityfips","S3",1,0,0,1,0,0,0,0
"24.3.5.48.altinityfips","FuzzJSON",0,0,0,0,0,0,0,0
"24.3.5.48.altinityfips","OSS",1,0,0,1,0,0,0,0
"24.3.5.48.altinityfips","WindowView",0,0,0,0,0,0,0,0
"24.3.5.48.altinityfips","Distributed",1,0,0,0,0,0,0,1
"24.3.5.48.altinityfips","ReplicatedSummingMergeTree",1,1,1,1,1,1,1,1
"24.3.5.48.altinityfips","ExecutablePool",1,0,0,0,0,0,0,0
"24.3.5.48.altinityfips","COSN",1,0,0,1,0,0,0,0
"24.3.5.48.altinityfips","Iceberg",0,0,0,0,0,0,0,0
"24.3.5.48.altinityfips","MaterializedView",0,0,0,0,0,0,0,0
"24.3.5.48.altinityfips","View",0,0,0,0,0,0,0,0
"24.3.5.48.altinityfips","JDBC",0,0,0,0,0,0,0,0
"24.3.5.48.altinityfips","Join",1,0,0,0,0,0,0,0
"24.3.5.48.altinityfips","Executable",1,0,0,0,0,0,0,0
"24.3.5.48.altinityfips","Set",1,0,0,0,0,0,0,0
"24.3.5.48.altinityfips","Redis",0,0,0,1,0,0,0,1
"24.3.5.48.altinityfips","GenerateRandom",0,0,0,0,0,0,0,0
"24.3.5.48.altinityfips","LiveView",0,0,0,0,0,0,0,0
"24.3.5.48.altinityfips","MergeTree",1,1,1,1,1,0,0,1
"24.3.5.48.altinityfips","ReplicatedReplacingMergeTree",1,1,1,1,1,1,1,1
"24.3.5.48.altinityfips","Memory",1,0,0,0,0,0,0,1
"24.3.5.48.altinityfips","Buffer",0,0,0,0,0,0,0,1
"24.3.5.48.altinityfips","URL",1,0,0,0,0,0,0,0
"24.3.5.48.altinityfips","ReplicatedVersionedCollapsingMergeTree",1,1,1,1,1,1,1,1
"24.3.5.48.altinityfips","VersionedCollapsingMergeTree",1,1,1,1,1,0,0,1
"24.3.5.48.altinityfips","Hive",1,0,0,1,0,0,0,0
"24.3.5.48.altinityfips","ReplacingMergeTree",1,1,1,1,1,0,0,1
"24.3.5.48.altinityfips","ReplicatedAggregatingMergeTree",1,1,1,1,1,1,1,1
"24.3.5.48.altinityfips","ReplicatedMergeTree",1,1,1,1,1,1,1,1
"24.3.5.48.altinityfips","DeltaLake",0,0,0,0,0,0,0,0
"24.3.5.48.altinityfips","EmbeddedRocksDB",0,0,0,1,1,0,0,1
"24.3.5.48.altinityfips","ReplicatedCollapsingMergeTree",1,1,1,1,1,1,1,1
"24.3.5.48.altinityfips","File",1,0,0,0,0,0,0,0
"24.3.5.48.altinityfips","TinyLog",1,0,0,0,0,0,0,0
"24.3.5.48.altinityfips","ReplicatedGraphiteMergeTree",1,1,1,1,1,1,1,1
"24.3.5.48.altinityfips","SummingMergeTree",1,1,1,1,1,0,0,1
"24.3.5.48.altinityfips","Hudi",0,0,0,0,0,0,0,0
"24.3.5.48.altinityfips","GraphiteMergeTree",1,1,1,1,1,0,0,1
"24.3.5.48.altinityfips","CollapsingMergeTree",1,1,1,1,1,0,0,1
"24.3.5.48.altinityfips","Merge",0,0,0,0,0,0,0,0
"24.3.5.48.altinityfips","AggregatingMergeTree",1,1,1,1,1,0,0,1
"24.3.5.48.altinityfips","ODBC",0,0,0,0,0,0,0,0
"24.3.5.48.altinityfips","Null",0,0,0,0,0,0,0,1
"24.3.5.48.altinityfips","StripeLog",1,0,0,0,0,0,0,0
"24.3.5.48.altinityfips","Log",1,0,0,0,0,0,0,0
