"ch_version","name","supports_settings","supports_skipping_indices","supports_sort_order","supports_ttl","supports_replication","supports_deduplication"
"20.3.16.165","Kafka",1,0,0,0,0,0
"20.3.16.165","MySQL",0,0,0,0,0,0
"20.3.16.165","HDFS",0,0,0,0,0,0
"20.3.16.165","S3",0,0,0,0,0,0
"20.3.16.165","MaterializedView",0,0,0,0,0,0
"20.3.16.165","View",0,0,0,0,0,0
"20.3.16.165","JDBC",0,0,0,0,0,0
"20.3.16.165","Join",1,0,0,0,0,0
"20.3.16.165","Set",0,0,0,0,0,0
"20.3.16.165","Dictionary",0,0,0,0,0,0
"20.3.16.165","GenerateRandom",0,0,0,0,0,0
"20.3.16.165","LiveView",0,0,0,0,0,0
"20.3.16.165","MergeTree",1,1,1,1,0,0
"20.3.16.165","Memory",0,0,0,0,0,0
"20.3.16.165","Buffer",0,0,0,0,0,0
"20.3.16.165","URL",0,0,0,0,0,0
"20.3.16.165","ReplicatedVersionedCollapsingMergeTree",1,1,1,1,1,1
"20.3.16.165","ReplacingMergeTree",1,1,1,1,0,0
"20.3.16.165","ReplicatedSummingMergeTree",1,1,1,1,1,1
"20.3.16.165","ReplicatedAggregatingMergeTree",1,1,1,1,1,1
"20.3.16.165","ReplicatedCollapsingMergeTree",1,1,1,1,1,1
"20.3.16.165","File",0,0,0,0,0,0
"20.3.16.165","ReplicatedGraphiteMergeTree",1,1,1,1,1,1
"20.3.16.165","ReplicatedMergeTree",1,1,1,1,1,1
"20.3.16.165","ReplicatedReplacingMergeTree",1,1,1,1,1,1
"20.3.16.165","VersionedCollapsingMergeTree",1,1,1,1,0,0
"20.3.16.165","SummingMergeTree",1,1,1,1,0,0
"20.3.16.165","Distributed",0,0,0,0,0,0
"20.3.16.165","TinyLog",1,0,0,0,0,0
"20.3.16.165","GraphiteMergeTree",1,1,1,1,0,0
"20.3.16.165","CollapsingMergeTree",1,1,1,1,0,0
"20.3.16.165","Merge",0,0,0,0,0,0
"20.3.16.165","AggregatingMergeTree",1,1,1,1,0,0
"20.3.16.165","ODBC",0,0,0,0,0,0
"20.3.16.165","Null",0,0,0,0,0,0
"20.3.16.165","StripeLog",1,0,0,0,0,0
"20.3.16.165","Log",1,0,0,0,0,0
