"ch_version","name","supports_settings","supports_skipping_indices","supports_sort_order","supports_ttl","supports_replication","supports_deduplication"
"20.8.14.4","RabbitMQ",1,0,0,0,0,0
"20.8.14.4","Kafka",1,0,0,0,0,0
"20.8.14.4","MySQL",0,0,0,0,0,0
"20.8.14.4","HDFS",0,0,0,0,0,0
"20.8.14.4","S3",0,0,0,0,0,0
"20.8.14.4","MaterializedView",0,0,0,0,0,0
"20.8.14.4","View",0,0,0,0,0,0
"20.8.14.4","JDBC",0,0,0,0,0,0
"20.8.14.4","Join",1,0,0,0,0,0
"20.8.14.4","Set",0,0,0,0,0,0
"20.8.14.4","Dictionary",0,0,0,0,0,0
"20.8.14.4","GenerateRandom",0,0,0,0,0,0
"20.8.14.4","LiveView",0,0,0,0,0,0
"20.8.14.4","MergeTree",1,1,1,1,0,0
"20.8.14.4","Memory",0,0,0,0,0,0
"20.8.14.4","Buffer",0,0,0,0,0,0
"20.8.14.4","MongoDB",0,0,0,0,0,0
"20.8.14.4","URL",0,0,0,0,0,0
"20.8.14.4","ReplicatedVersionedCollapsingMergeTree",1,1,1,1,1,1
"20.8.14.4","ReplacingMergeTree",1,1,1,1,0,0
"20.8.14.4","ReplicatedSummingMergeTree",1,1,1,1,1,1
"20.8.14.4","COSN",0,0,0,0,0,0
"20.8.14.4","ReplicatedAggregatingMergeTree",1,1,1,1,1,1
"20.8.14.4","ReplicatedCollapsingMergeTree",1,1,1,1,1,1
"20.8.14.4","File",0,0,0,0,0,0
"20.8.14.4","ReplicatedGraphiteMergeTree",1,1,1,1,1,1
"20.8.14.4","ReplicatedMergeTree",1,1,1,1,1,1
"20.8.14.4","ReplicatedReplacingMergeTree",1,1,1,1,1,1
"20.8.14.4","VersionedCollapsingMergeTree",1,1,1,1,0,0
"20.8.14.4","SummingMergeTree",1,1,1,1,0,0
"20.8.14.4","Distributed",0,0,0,0,0,0
"20.8.14.4","TinyLog",1,0,0,0,0,0
"20.8.14.4","GraphiteMergeTree",1,1,1,1,0,0
"20.8.14.4","CollapsingMergeTree",1,1,1,1,0,0
"20.8.14.4","Merge",0,0,0,0,0,0
"20.8.14.4","AggregatingMergeTree",1,1,1,1,0,0
"20.8.14.4","ODBC",0,0,0,0,0,0
"20.8.14.4","Null",0,0,0,0,0,0
"20.8.14.4","StripeLog",1,0,0,0,0,0
"20.8.14.4","Log",1,0,0,0,0,0
