"ch_version","name","is_input","is_output","supports_parallel_parsing","supports_parallel_formatting","is_tty_friendly"
"25.3.7.194","One",1,0,0,0,1
"25.3.7.194","ParquetMetadata",1,0,1,0,1
"25.3.7.194","MySQLDump",1,0,0,0,1
"25.3.7.194","CapnProto",1,1,0,0,0
"25.3.7.194","PostgreSQLWire",0,1,0,0,0
"25.3.7.194","TSV",1,1,1,1,1
"25.3.7.194","PrettyCompactMonoBlock",0,1,0,0,1
"25.3.7.194","JSONEachRowWithProgress",0,1,0,0,1
"25.3.7.194","JSONCompactStrings",0,1,0,1,1
"25.3.7.194","JSONStringsEachRowWithProgress",0,1,0,0,1
"25.3.7.194","Vertical",0,1,0,1,1
"25.3.7.194","PrettySpaceNoEscapesMonoBlock",0,1,0,0,1
"25.3.7.194","Null",0,1,0,0,1
"25.3.7.194","PrettySpaceNoEscapes",0,1,0,0,1
"25.3.7.194","Markdown",0,1,0,1,1
"25.3.7.194","Form",1,0,0,0,1
"25.3.7.194","ODBCDriver2",0,1,0,0,0
"25.3.7.194","PrettySpaceMonoBlock",0,1,0,0,1
"25.3.7.194","PrettyCompactNoEscapesMonoBlock",0,1,0,0,1
"25.3.7.194","PrettyCompactNoEscapes",0,1,0,0,1
"25.3.7.194","JSONStringsEachRow",1,1,1,1,1
"25.3.7.194","PrettyCompact",0,1,0,0,1
"25.3.7.194","DWARF",1,0,1,0,1
"25.3.7.194","Values",1,1,0,1,1
"25.3.7.194","PrettyNoEscapesMonoBlock",0,1,0,0,1
"25.3.7.194","PrettyNoEscapes",0,1,0,0,1
"25.3.7.194","PrettyMonoBlock",0,1,0,0,1
"25.3.7.194","AvroConfluent",1,0,0,0,1
"25.3.7.194","RawBLOB",1,1,0,0,1
"25.3.7.194","Parquet",1,1,1,0,0
"25.3.7.194","JSONCompactEachRowWithProgress",0,1,0,0,1
"25.3.7.194","CustomSeparatedIgnoreSpacesWithNamesAndTypes",1,0,0,0,1
"25.3.7.194","CustomSeparatedIgnoreSpacesWithNames",1,0,0,0,1
"25.3.7.194","CustomSeparatedWithNamesAndTypes",1,1,0,1,1
"25.3.7.194","PrettySpace",0,1,0,0,1
"25.3.7.194","Arrow",1,1,0,0,0
"25.3.7.194","JSONAsString",1,0,1,0,1
"25.3.7.194","CustomSeparatedWithNames",1,1,0,1,1
"25.3.7.194","CustomSeparated",1,1,0,1,1
"25.3.7.194","BSONEachRow",1,1,1,1,0
"25.3.7.194","Template",1,1,0,0,1
"25.3.7.194","XML",0,1,0,1,1
"25.3.7.194","ProtobufList",1,1,0,0,0
"25.3.7.194","ProtobufSingle",1,1,0,0,0
"25.3.7.194","JSONColumnsWithMetadata",1,1,0,0,1
"25.3.7.194","TSVRawWithNamesAndTypes",1,1,1,1,1
"25.3.7.194","Npy",1,1,0,0,0
"25.3.7.194","TemplateIgnoreSpaces",1,0,0,0,1
"25.3.7.194","JSONCompactColumns",1,1,0,0,1
"25.3.7.194","JSONColumns",1,1,0,0,1
"25.3.7.194","ArrowStream",1,1,0,0,0
"25.3.7.194","JSONObjectEachRow",1,1,0,1,1
"25.3.7.194","NDJSON",1,1,1,1,1
"25.3.7.194","PrettyNDJSON",0,1,0,1,1
"25.3.7.194","LineAsStringWithNamesAndTypes",0,1,0,1,1
"25.3.7.194","PrettyJSONLines",0,1,0,1,1
"25.3.7.194","CSVWithNamesAndTypes",1,1,1,1,1
"25.3.7.194","ORC",1,1,0,0,0
"25.3.7.194","Protobuf",1,1,0,0,0
"25.3.7.194","PrettyJSONEachRow",0,1,0,1,1
"25.3.7.194","JSONStrings",0,1,0,1,1
"25.3.7.194","JSON",1,1,0,1,1
"25.3.7.194","RawWithNames",1,1,1,1,1
"25.3.7.194","MsgPack",1,1,0,1,0
"25.3.7.194","LineAsStringWithNames",0,1,0,1,1
"25.3.7.194","JSONCompactStringsEachRowWithProgress",0,1,0,0,1
"25.3.7.194","LineAsString",1,1,1,1,1
"25.3.7.194","RowBinaryWithNames",1,1,0,1,0
"25.3.7.194","RowBinary",1,1,0,1,0
"25.3.7.194","SQLInsert",0,1,0,0,1
"25.3.7.194","Native",1,1,0,0,0
"25.3.7.194","Prometheus",0,1,0,0,1
"25.3.7.194","TSVRaw",1,1,1,1,1
"25.3.7.194","JSONLines",1,1,1,1,1
"25.3.7.194","CustomSeparatedIgnoreSpaces",1,0,0,0,1
"25.3.7.194","JSONAsObject",1,0,1,0,1
"25.3.7.194","HiveText",1,0,1,0,1
"25.3.7.194","RowBinaryWithDefaults",1,0,0,0,1
"25.3.7.194","JSONCompactStringsEachRowWithNamesAndTypes",1,1,1,1,1
"25.3.7.194","RawWithNamesAndTypes",1,1,1,1,1
"25.3.7.194","JSONCompactStringsEachRow",1,1,1,1,1
"25.3.7.194","TabSeparatedWithNamesAndTypes",1,1,1,1,1
"25.3.7.194","JSONCompactStringsEachRowWithNames",1,1,1,1,1
"25.3.7.194","JSONCompactEachRowWithNamesAndTypes",1,1,1,1,1
"25.3.7.194","JSONCompactEachRow",1,1,1,1,1
"25.3.7.194","TSKV",1,1,1,1,1
"25.3.7.194","Avro",1,1,0,0,0
"25.3.7.194","JSONEachRow",1,1,1,1,1
"25.3.7.194","Pretty",0,1,0,0,1
"25.3.7.194","TSVRawWithNames",1,1,1,1,1
"25.3.7.194","TabSeparatedRaw",1,1,1,1,1
"25.3.7.194","Regexp",1,0,1,0,1
"25.3.7.194","TabSeparatedRawWithNamesAndTypes",1,1,1,1,1
"25.3.7.194","MySQLWire",0,1,0,0,0
"25.3.7.194","CSVWithNames",1,1,1,1,1
"25.3.7.194","Raw",1,1,1,1,1
"25.3.7.194","TabSeparatedRawWithNames",1,1,1,1,1
"25.3.7.194","RowBinaryWithNamesAndTypes",1,1,0,1,0
"25.3.7.194","JSONCompact",1,1,0,1,1
"25.3.7.194","CSV",1,1,1,1,1
"25.3.7.194","JSONCompactEachRowWithNames",1,1,1,1,1
"25.3.7.194","TSVWithNamesAndTypes",1,1,1,1,1
"25.3.7.194","TabSeparatedWithNames",1,1,1,1,1
"25.3.7.194","TabSeparated",1,1,1,1,1
"25.3.7.194","TSVWithNames",1,1,1,1,1
